type,title,director,cast,country,release_year,rating,genre,platform,imdb_rating,id,image_url,description
Movie,The Haunted Mansion,rob minkoff,"eddie murphy,terence stamp,nathaniel parker,marsha thomason,jennifer tilly,wallace shawn",United States,2003,PG,"comedy,family,fantasy",hotstar,5.1,15745202479997122912,https://m.media-amazon.com/images/M/MV5BOWNkNzNlYWItNjIwOC00NzNlLTkxY2MtOWQyMTdmYTAzNGY5XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"A family comes face-to-face with 999 grim, grinning ghosts in creepy old Gracey Manor."
Movie,The Hockey Champ,jack king,unknown,United States,1939,TV-G,"animation,comedy,family",hotstar,7.0,5683036890615369505,https://m.media-amazon.com/images/M/MV5BZDg1NDQxMTctZmE4ZC00ZjRlLTgxYTQtYzg4ZGI3YTU3OWVkXkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg,Donald and his nephews play Hockey. See details for advisory.
Movie,The Hunchback of Notre Dame II,bradley raymond,"jason alexander,jennifer hewitt,tom hulce,paul kandel,charles kimbrough,kevin kline",United States,2002,G,"action adventure,animation,family",hotstar,,1593919146737318942,,It's Quasimodo's turn to look past appearances when seeking true love.
TV Show,The Imagineering Story,unknown,unknown,United States,2019,TV-PG,"docuseries,historical",hotstar,8.9,17965733567146692630,https://m.media-amazon.com/images/M/MV5BZGQ2YTU2ZjQtZWVkNi00NzE4LWE2OGEtYzcyMTdlNmM3OGVjXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,Creating happiness takes a strong blend of imagination and engineering - known as Imagineering.
Movie,The Incredibles,brad bird,"craig nelson,holly hunter,samuel jackson,jason lee,dominique louis,teddy newton",United States,2004,PG,"action adventure,animation,family",hotstar,1.0,18137685452348874396,https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_SX300.jpg,"A family of Supers, forced to adopt civilian lives, returns to action."
Movie,The Journey of Natty Gann,jeremy kagan,"meredith salenger,john cusack,ray wise,lainie kazan,scatman crothers,barry miller",United States,1985,PG,"action adventure,coming of age,drama",hotstar,7.0,8467065202672040921,https://m.media-amazon.com/images/M/MV5BNWI3ZTY5YzItYjc5MS00MzliLWE3ODEtZjRlY2Y0ZmUwYjBhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,A brave young girl embarks on a cross-country search for her father.
Movie,The Jungle Book: Mowgli's Story,nick marck,"brandon baker,sherman howard,clancy brown,peri gilpin,wallace shawn,stephen tobolowsky",United States,1998,G,"action adventure,coming of age,family",hotstar,1.0,2820278660317511846,https://image.tmdb.org/t/p/w500/wA6qvKKHbJjON5V4VMhi5kDKQmG.jpg,Mowgli reflects on his childhood jungle adventures.
Movie,The Legend of Mor'du,brian larsen,"julie walters,steve purcell,callum oneill",United States,2012,TV-G,"animation,family,fantasy",hotstar,1.0,17566732185043344074,https://image.tmdb.org/t/p/w500/kqJZ5rj0ORGBNCURLzV3wykh3pR.jpg,A prince seeks control of a kingdom from his brothers through magic.
Movie,The Little Mermaid,"ron clements,john musker","rené auberjonois,christopher barnes,jodi benson,pat carroll,paddi edwards,buddy hackett",United States,1989,G,"animation,family,fantasy",netflix,7.6,7276321547990435740,https://m.media-amazon.com/images/M/MV5BOWUyNDA0ZmItMzg2My00YjJhLTk1N2QtYTAxYTc0NzMzNDI0XkEyXkFqcGdeQXVyMTI5NzUyMTIz._V1_SX300.jpg,"In this take on the classic tale, a captive circus mermaid transforms the lives of a skeptical journalist and his wide-eyed young sister."
Movie,The Little Mermaid:  Ariel's Beginning,peggy holmes,"jodi benson,samuel wright,jim cummings,sally field,tara strong,jennifer hale",United States,2008,G,"animation,drama,family",hotstar,1.0,13306986619251546032,https://image.tmdb.org/t/p/w500/LJs21HQ7foXB37tDI0JiGkuEAC.jpg,"Long before Prince Eric, Ariel faces a choice between family and music."
Movie,The Little Whirlwind,riley thomas,"walt disney,thelma boardman",United States,1941,TV-Y7,"animation,family,kids",hotstar,1.0,15859021369632325340,https://m.media-amazon.com/images/M/MV5BNmFjN2RhNjItZDIwMy00NWQ4LWE4ZjQtZDZhNzRiYWI4MDU4XkEyXkFqcGdeQXVyNTYwMTMxNA@@._V1_SX300.jpg,Mickey tries to clean Minnie's yard despite a playful whirlwind. See details for advisory.
Movie,The Living Desert,james algar,winston hibler,United States,1953,G,"animals  nature,documentary,family",hotstar,7.4,12627169456137336655,https://m.media-amazon.com/images/M/MV5BZWE4Mzc0ZDItMGQ3NS00Yjk0LWE0YmItYzllN2Q0OTVlNjllXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,The desert teems with vitality in this true-life adventure.
Movie,The Lizzie McGuire Movie,jim fall,"hilary duff,adam lamberg,robert carradine,hallie todd,jake thomas,yani gellman",United States,2003,PG,"comedy,coming of age,family",hotstar,5.5,10329413987665020168,https://m.media-amazon.com/images/M/MV5BMTMzNDg1NDc0NF5BMl5BanBnXkFtZTYwOTY2OTU3._V1_SX300.jpg,Lizzie McGuire and her pals go on a class trip to Italy.
Movie,The Many Adventures of Winnie the Pooh,"wolfgang reitherman,john lounsbery","sebastian cabot,junius matthews,barbara luddy,howard morris,john fiedler,ralph wright",United States,1977,TV-Y,"animation,kids,music",hotstar,7.5,15357459039104655519,https://m.media-amazon.com/images/M/MV5BNjg5MjQzYTQtMTUzZC00NzlkLTgzZDEtMjg0OWY4NTNjNzJlXkEyXkFqcGdeQXVyNjI4MjU4MTY@._V1_SX300.jpg,Experience the magical tales of Pooh and his Hundred Acre Wood friends.
Movie,The Million Dollar Duck,vincent mceveety,"dean jones,sandy duncan,joe flynn,tony roberts,james gregory,lee montgomery",United States,1971,G,"comedy,family",hotstar,5.7,13995968876514501304,https://m.media-amazon.com/images/M/MV5BYWQyYTU0ZmQtNDE5ZS00M2E4LWIxZjYtOWI5NTlhOWVlYWJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,A research scientist discovers his lab duck now lays golden eggs.
Movie,The Mistle-Tones,paul hoen,"tia mowry,jonathan moore,andy gala,megan duffy,jason rogel,tammy townsend",United States,2012,TV-PG,"drama,music",hotstar,1.0,17704036836200300720,https://image.tmdb.org/t/p/w500/hBrnbTriZlPpWdWCC3rjlBUbVG7.jpg,Holly forms a Christmas singing group to compete with a harsh rival.
Movie,The Muppets,james bobin,"jason segel,amy adams,chris cooper,rashida jones,steve whitmire,eric jacobson",United States,2011,PG,"comedy,family,kids",netflix,7.1,17614449525122241272,https://m.media-amazon.com/images/M/MV5BMjE0MTM4NTc3NF5BMl5BanBnXkFtZTcwMjYzOTIxNg@@._V1_SX300.jpg,"When the Muppets learn that their beloved theater is slated for demolition, the gang reunite to raise the $10 million they need to save it."
TV Show,The New Adventures of Winnie the Pooh,unknown,"jim cummings,paul winchell,john fiedler,ken sansome,tim hoskins,patty paris",United States,1988,TV-Y,"animation,kids",hotstar,7.6,16999368124957568586,https://m.media-amazon.com/images/M/MV5BMGZkYmFkMDMtN2M3Yi00NGQwLTgzYzgtNTZjZTU5NThkNjExXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,The stories of Winnie the Pooh and friends.
Movie,The Old Mill,wilfred jackson,unknown,United States,1937,TV-Y7,"action adventure,animation,family",hotstar,7.8,4469601494575185873,https://m.media-amazon.com/images/M/MV5BNTgzNDZjMjQtODZhMi00OGVjLTg5NGMtYTllNDM4NTUxYmZkXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,Animals try to stay safe and dry in an old mill. See details for advisory.
Movie,The Olympic Champ,jack kinney,unknown,United States,1942,TV-G,"animation,comedy,family",hotstar,6.8,14591286887657387019,https://m.media-amazon.com/images/M/MV5BNGYwOTFiZDItYWNhZS00MzVmLWJhMTgtYTExNGEyNmFlZTYyXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,Goofy demonstrates Olympic events to the narration of their history. See details for advisory.
Movie,The Pied Piper,wilfred jackson,unknown,United States,1933,TV-G,"animation,family,music",hotstar,7.8,7862689694139585987,https://m.media-amazon.com/images/M/MV5BYjAzMDM5NDAtMGMwOC00MjZiLWE0MzgtNDVkNzlmOGY1NTMzXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg,The Pied Piper lures the children out of town. See details for advisory.
Movie,The Poof Point,neal israel,"tahj mowry,dawnn lewis,raquel lee,mark curry,bruce newbold,jan felt",United States,2001,TV-G,"comedy,coming of age,science fiction",hotstar,4.5,12137593589767742133,https://m.media-amazon.com/images/M/MV5BMTg3OTM0NTIzOV5BMl5BanBnXkFtZTgwMjU3NDM0NzE@._V1_SX300.jpg,Eddie and Marie’s parents invent a machine that makes them younger.
Movie,The Princess and the Frog,"john musker,ron clements","anika rose,bruno campos,keith david,michaelleon wooley,jennifer cody,jim cummings",United States,2009,G,"animation,comedy,family",netflix,7.1,3334433755091553598,https://m.media-amazon.com/images/M/MV5BNmJkZjk1OTUtNzQ3NC00M2I1LTgzNTQtYzk4MmMyNDk0MTY3XkEyXkFqcGdeQXVyMTI5NzUyMTIz._V1_SX300.jpg,"In New Orleans during the Jazz Age, a beautiful girl named Tiana has a fateful encounter with frog prince who desperately wants to be human again."
Movie,The Princess Diaries 2: Royal Engagement,garry marshall,"anne hathaway,heather matarazzo,john rhysdavies,chris pine,callum blue,kathleen marshall",United States,2004,G,"comedy,family,romance",hotstar,5.8,17262674265850082575,https://m.media-amazon.com/images/M/MV5BODljNTU2ZGMtMWI5Yy00MGNkLTg2MTktN2NhZjY0NDcwMDhiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Princess Mia has 30 days to find a husband... or she can't become queen.
Movie,The Proud Family Movie,bruce smith,"tommy davidson,kyla pratt,paula parker,jo payton,orlando brown,soleil frye",United States,2005,TV-G,"animation,comedy,family",hotstar,5.4,11561991607023029615,https://m.media-amazon.com/images/M/MV5BMGMxNTFlZjQtYTcxMC00OTkxLTlhM2ItYzJjOTk0OWJmMmE1XkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg,Penny's boring family vacation becomes a mysterious island adventure.
Movie,The Reluctant Dragon,alfred werker,"robert benchley,gerald mohr,alan ladd,florence gill,frances gifford,buddy pepper",United States,1941,G,"animation,comedy,family",hotstar,6.7,13950967028916997614,https://m.media-amazon.com/images/M/MV5BN2I5NTRjMzAtM2ZlNi00MjcxLTg3NTUtOTRmODIwNWEyYWI0XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,Robert Benchley gives a behind-the-scenes look at how animation is created.
TV Show,The Replacements,unknown,"nancy cartwright,grey delisle,kath soucie,daran norris,david mccallum,jeff bennett",United States,2006,TV-G,"animation,comedy,family",hotstar,1.0,2683425405212915942,https://m.media-amazon.com/images/M/MV5BZGEwOWQzNmItM2FlNC00YTk3LTljNjYtNGQ1OTE2M2M4YzI0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Riley and Todd, can replace any adult in their life by making a simple call to the Fleemco company."
Movie,The Rescuers,"wolfgang reitherman,john lounsbery,art stevens","bob newhart,eva gabor,geraldine page,joe flynn,jeanette nolan,pat buttram",United States,1977,G,"action adventure,animation,comedy",hotstar,6.9,6832904036860602678,https://m.media-amazon.com/images/M/MV5BMjMwNDU4MjQtNGVkMi00YTdlLTk2NTgtMjRjYzM3YjZkN2ZmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Two mice rush to help an orphan girl in the clutches of an evil woman.
Movie,The Rescuers Down Under,"hendel butoy,mike gabriel","bob newhart,eva gabor,john candy,tristan rogers,adam ryen,wayne robson",United States,1990,G,"action adventure,animation,family",hotstar,6.8,18389819403026927574,https://m.media-amazon.com/images/M/MV5BNjY1OWZkMjQtMDY0YS00ZGRiLTg1YjktMzlmZWQyZWMzZGI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Bernard and Bianca race to Australia to save a boy from a vile poacher.
Movie,The Rookie,john hancock,"dennis quaid,rachel griffiths,jay hernandez,beth grant,angus jones,brian cox",United States,2002,G,"biographical,family,sports",hotstar,8.0,17729419402109364244,https://m.media-amazon.com/images/M/MV5BOTY5OWFmMzAtZTIxYi00NGM4LTk3YWMtY2MyYzMwOWVhZWM0XkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_SX300.jpg,A high school baseball coach gets a second chance as a big-league pitcher.
Movie,The Scream Team,stuart gillard,"mark rendall,kat dennings,robert bockstael,eric idle,tommy davidson,gary reineke",United States,2002,TV-PG,"comedy,fantasy",hotstar,6.2,3968329950446510989,https://m.media-amazon.com/images/M/MV5BYmJjZmQ2ZTktNjdiMy00YzliLTlkOTItZmJlOTE2YTExOTY1XkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_SX300.jpg,Ian and Claire Carlyle discover that ghosts really do exist!
Movie,The Shaggy D.A.,robert stevenson,"dean jones,tim conway,suzanne pleshette,keenan wynn,jo worley,dick van patten",United States,1976,G,"comedy,family,fantasy",hotstar,5.8,5830535526474161474,https://m.media-amazon.com/images/M/MV5BNGMyZDczODItMGM3OC00NTMzLWFmNTAtMmU3YjJlNDZmYWI5XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,A District Attorney candidate finds himself transformed into a sheepdog.
Movie,The Shaggy Dog,charles barton,"fred macmurray,jean hagen,tommy kirk,annette funicello,tim considine,kevin corcoran",United States,1959,G,"comedy,family,fantasy",hotstar,4.4,2278710516512787673,https://m.media-amazon.com/images/M/MV5BMTY0NzM0OTE1N15BMl5BanBnXkFtZTcwMjQ0NjIzMQ@@._V1_SX300.jpg,A magical ring transforms a teenager into a lumbering sheepdog.
Movie,The Sign of Zorro,"lewis foster,norman foster","guy williams,george lewis,gene sheldon,henry calvin,tony russo,john dehner",United States,1960,G,"action adventure,drama,family",hotstar,6.9,14647967317531979077,https://m.media-amazon.com/images/M/MV5BYjE2OGQ0NGYtMDY2ZS00OWU0LWE1YmEtNmM4NDQyMDQ4YjZhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,Don Diego dons the mask of Zorro to free his town from a dictator. See details for advisory.
Movie,The Simple Things,charles nichols,unknown,United States,1953,TV-G,"animation,comedy,family",hotstar,6.3,5404558244139805098,https://m.media-amazon.com/images/M/MV5BNWRhMDc4ODAtMWUyZS00OWJlLWIxNWQtZDA0MjhiOGFmM2RlXkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_SX300.jpg,Mickey and Pluto go fishing at the beach. See details for advisory.
Movie,The Sound of Music,robert wise,"julie andrews,christopher plummer,richard haydn,peggy wood,evadne baker,portia nelson",United States,1965,G,"biographical,family,historical",hotstar,8.1,8407911082009014356,https://m.media-amazon.com/images/M/MV5BNWFhNjg3YjctMjg2Ny00YjBkLTg5M2EtMTk2MjA1NDY3NzQ2XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_SX300.jpg,A governess wins the hearts of many and leads the Von Trapp family to their 1938 flight to freedom.
Movie,The Strongest Man in the World,vincent mceveety,"kurt russell,joe flynn,eve arden,cesar romero,phil silvers,dick van patten",United States,1975,G,"comedy,family,science fiction",hotstar,5.9,12597519996527283619,https://m.media-amazon.com/images/M/MV5BMmRhZWY3YWYtODIzMS00ZTE3LWExMjktYTI0MTAyNjkxNDNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,A college science wiz gains super strength in a lab accident. See details for advisory.
Movie,The Suite Life Movie,sean mcnamara,"cole sprouse,dylan sprouse,brenda song,debby ryan,matthew timmons,john ducey",United States,2011,TV-G,"comedy,coming of age",hotstar,5.1,17217751994770548382,https://m.media-amazon.com/images/M/MV5BOWNhNDYzMGMtZTBjNC00YWMwLWJjZGUtZTk2ZmUzN2VlOGQ3XkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg,Zack and Cody become truly connected after joining a twin research study.
TV Show,The Suite Life of Zack & Cody,unknown,"cole sprouse,dylan sprouse,brenda song,ashley tisdale,phill lewis,kim rhodes",United States,2004,TV-G,"action adventure,comedy,coming of age",hotstar,6.5,1835700213960198637,https://m.media-amazon.com/images/M/MV5BMDEyM2IwOTktZGVmYi00ZTljLTlhYzctM2Q0OTk4YzhlOGYxXkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg,Twin brothers Zack and Cody get to live with their single mom in Boston's swankiest hotel.
TV Show,The Suite Life On Deck,unknown,"cole sprouse,dylan sprouse,brenda song,debby ryan,phill lewis",United States,2008,TV-G,"action adventure,comedy,coming of age",hotstar,6.3,7573663531310055789,https://m.media-amazon.com/images/M/MV5BMzkwMzZkOGUtMjY4YS00NzhlLThhYTUtN2MxYjIwMDAwYzQ1XkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg,"Zack and Cody Martin are aboard the SS Tipton, a luxury passenger cruise liner."
Movie,The Swap,jay karas,"peyton list,jacob bertrand,darrin rose,claire rankin,callan potter,jesse bostick",United States,2016,TV-G,"comedy,coming of age,fantasy",hotstar,6.0,15396222201573155748,https://m.media-amazon.com/images/M/MV5BMjI0NjgyNjA1MV5BMl5BanBnXkFtZTgwNDQ0MDUyMDI@._V1_SX300.jpg,Classmates Ellie and Jack unexplainably trigger a real-life body swap.
Movie,The Thirteenth Year,duwayne dunham,"chez starbuck,dave coulier,lisa sullivan,justin ross,courtnee draper,tim redwine",United States,1999,TV-G,"coming of age,fantasy",hotstar,5.9,5388255684388591430,https://m.media-amazon.com/images/M/MV5BMjk4YjA0YzUtNDk5NS00NmViLTlmYWUtYTlhYzYzMmNhZmQ1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,Cody learns he can communicate with fish as he nears his 13th birthday.
Movie,The Three Caballeros,"norman ferguson,clyde geronimi,jack kinney","aurora miranda,carmen molina,sterling holloway,clarence nash,joaquin garay,jose oliveira",United States,1945,G,"animation,family,music",hotstar,6.3,5300905455186338735,https://m.media-amazon.com/images/M/MV5BNTYzMmFmNjYtYzJmMy00ZGViLTlkNjItYjMwYzA3ZjRkZTBkXkEyXkFqcGdeQXVyNjI1Mjk4MTg@._V1_SX300.jpg,Magical gifts from his friends send Donald on a musical journey. See details for advisory.
Movie,The Tortoise and the Hare,wilfred jackson,unknown,United States,1935,TV-G,"animation,family,sports",hotstar,7.1,14386002004727031755,https://m.media-amazon.com/images/M/MV5BOTYzMjQ5NjItY2UxNS00ZGIzLWIxYTAtN2EwZGIxZmZkMGYyXkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg,"Hare stops to show off, and the slower Tortoise wins the race. See details for advisory."
Movie,The Ugly Dachshund,norman tokar,"dean jones,suzanne pleshette,charlie ruggles,kelly thordsen,parley baer,robert kino",United States,1966,TV-G,"animals  nature,comedy,family",hotstar,6.5,2707179075678765247,https://m.media-amazon.com/images/M/MV5BNjFiMWMzNTUtNTIxNS00YTFlLWJiNTMtNWE2OWIyY2RiMTFiXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg,The Garrisons live with a Great Dane who thinks he's a dainty dachshund. See details for advisory.
Movie,The Ugly Duckling,jack cutting,unknown,United States,1939,TV-Y7,"animation,family",hotstar,7.0,5354738815285783653,https://m.media-amazon.com/images/M/MV5BZmE2MDE0YWQtZWM2Ny00NjI1LWFjYjMtOTk1ODFhNDM5Y2E5XkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SX300.jpg,A baby duckling is shunned by his family because he is different. See details for advisory.
Movie,The Vanishing Prairie,james algar,winston hibler,United States,1954,G,"animals  nature,documentary,family",hotstar,7.2,5428936273099938201,https://m.media-amazon.com/images/M/MV5BNWUwZWY2Y2ItNmNlNC00Mjk3LTg1MTEtOGRlZWIzOTBlMDQ3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,The story of the American prairie amidst the march of civilization.
Movie,The Wise Little Hen,wilfred jackson,"clarence nash,florence gill",United States,1934,TV-G,"animation,family,kids",hotstar,7.0,9332036625644502614,https://m.media-amazon.com/images/M/MV5BODllNWI5NWQtYzYwZC00MDBlLWE4MmUtMjk0ZGQ1M2NmZDRjXkEyXkFqcGdeQXVyOTM3OTM4Mw@@._V1_SX300.jpg,Donald Duck learns that you must work for a harvest. See details for advisory.
Movie,The Wizards Return: Alex vs. Alex,victor gonzalez,"selena gomez,jake t austin,jennifer stone,gregg sulkin,beau mirchoff,maria canalsbarrera",United States,2013,TV-G,"comedy,coming of age,fantasy",hotstar,6.3,7410944075687772146,https://m.media-amazon.com/images/M/MV5BMjA4MjgzMjYzMl5BMl5BanBnXkFtZTcwOTIxMzk1OQ@@._V1_SX300.jpg,Alex creates a good and evil version of herself.
TV Show,The World According to Jeff Goldblum,unknown,jeff goldblum,United States,2019,TV-PG,docuseries,hotstar,7.7,3583365318099451388,https://m.media-amazon.com/images/M/MV5BMjY1MWFjNzktNDQwOS00NDFiLWFiZGMtMjNlNTJiOWE2MzBmXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SX300.jpg,Jeff Goldblum explores the fascinating science and history of deceptively familiar objects.
Movie,The Young Black Stallion,simon wincer,"richard romanus,biana tamimi,patrick elyas,gerard rudolf,ali ameri,andries rossouw",United States,2003,G,"action adventure,animals  nature,drama",hotstar,5.4,16303897883087279330,https://m.media-amazon.com/images/M/MV5BMTg4NDcwMDQ2OF5BMl5BanBnXkFtZTYwNTc5MTc3._V1_SX300.jpg,A girl risks her treasured black stallion to save her family home.
