type,title,director,cast,country,release_year,rating,genre,platform,imdb_rating,id,image_url
Movie,joshua teenager vs superpower,['joe piscatella'],unknown,United States,2017,TV-14,documentaries,netflix,7.3,12462981162298606401,https://m.media-amazon.com/images/M/MV5BMGI0MWQyMWEtMTllYy00N2U5LWFjZTctMjJhOGNkNjkzZWU4XkEyXkFqcGdeQXVyNDY3MTQwMzk@._V1_SX300.jpg
Movie,zach galifianakis live at the purple onion,['michael blieden'],"zach galifianakis,brian unger",United States,2006,TV-MA,comedy,netflix,7.2,11725565370979355680,https://m.media-amazon.com/images/M/MV5BMTcyMDg1MTEwMl5BMl5BanBnXkFtZTcwMjExMTY0MQ@@._V1_SX300.jpg
Movie,sketchy behaviour,['neville shah'],"kanan gill,kenneth sebastian",India,2019,PG-13,"arts,entertainment,culture",hotstar,7.4,2272513758784629733,https://m.media-amazon.com/images/M/MV5BMDQ5OWI5YmItOGIxZS00Y2Q5LWExOTItYWU1NWZiYWZmMTQ1XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg
Movie,kristy,['oliver blackburn'],"haley bennett,ashley greene,erica ash,lucas till,chris coy,al vicente,wayne pére,jon arthur,mike seal",United States,2013,NR,horror,netflix,5.9,1701624960845284436,https://m.media-amazon.com/images/M/MV5BOGE4ZGM4YzQtMWUxNC00YjVmLThiZWUtNDQ2ZTkyYWNhZGQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Movie,ghost stories,"['anurag kashyap', 'dibakar banerjee', 'karan johar', 'zoya akhtar']","janhvi kapoor,sobhita dhulipala,sukant goel,gulshan devaiah,mrunal thakur,avinash tiwary,vijay varma,sagar arya,surekha sikri,pavail gulati",India,2020,TV-MA,"horror,international,thriller",netflix,6.4,16799277140665897627,https://m.media-amazon.com/images/M/MV5BMTA4OWQ0NGYtNDgxNC00MzI4LTgzNzktYzAxMDcyMGI3OTFmXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_SX300.jpg
Movie,death note,['adam wingard'],"willem dafoe,nat wolff,lakeith stanfield,margaret qualley,shea whigham,paul nakauchi,jason liles",United States,2017,TV-MA,"horror,thriller",netflix,8.9,9715013689119461164,https://m.media-amazon.com/images/M/MV5BNjRiNmNjMmMtN2U2Yi00ODgxLTk3OTMtMmI1MTI1NjYyZTEzXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_SX300.jpg
Movie,sillu karuppatti,['halitha shameem'],"nivedhithaa sathish,leela samson,samuthirakani,sunaina,manikandan",India,2019,TV-14,"comedy,drama,independent",netflix,8.0,3679379667823376600,https://m.media-amazon.com/images/M/MV5BNDk5NmRlM2MtZmJiNy00YTZhLWJlMjUtY2I5MTQ1MzExMjBiXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_SX300.jpg
Movie,pulp fiction,['quentin tarantino'],"john travolta,samuel l jackson,uma thurman,harvey keitel,tim roth,amanda plummer,maria de medeiros,ving rhames,eric stoltz,rosanna arquette,christopher walken,bruce willis",United States,1994,R,"classic movies,cult,drama",netflix,8.9,2251663415611081029,https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Movie,13th,['ava duvernay'],unknown,United States,2016,TV-MA,documentaries,netflix,8.2,16468796246469542613,https://m.media-amazon.com/images/M/MV5BMjAwMjU5NTAzOF5BMl5BanBnXkFtZTgwMjQwODQxMDI@._V1_SX300.jpg
TV Show,the midnight gospel,['unknown'],"duncan trussell,phil hendrie,drew pinsky,joey diaz,natasha leggero,johnny pemberton,christina pazsitzky,anne lamott,damien echols,trudy goodman,maria bamford,pauly shore,doug lussenhop,david nichtern,steve little,caitlin doughty,stephen root",United States,2020,TV-MA,comedy,netflix,8.2,6406266893094173099,https://m.media-amazon.com/images/M/MV5BNWQ1MzBhMzctYmE3My00NjVmLTkyMTItYzJkOTlkNzQ4MjJiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
Movie,opening night,['isaac rentz'],"topher grace,alona tal,anne heche,taye diggs,rob riggle,paul scheer,jc chasez,lauren lapkus,lesli margherita,brian huskey",United States,2016,TV-MA,"comedy,independent,music",netflix,7.9,6308838003717831025,https://m.media-amazon.com/images/M/MV5BNGM3MWY5Y2MtYWM4MS00ZmE5LTk3MDgtYzM0MmZmZTI0YjM2XkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_SX300.jpg
Movie,dragons rescue riders hunt for the golden dragon,"['tj sullivan', 'greg rankin']","noah kaye bentley,brennley brown,zach callison,nicolas cantu,skai jackson,marsai martin,andre robinson,carlos alazraqui,jeff bennett,grey griffin,mary elizabeth mcglynn",United States,2020,TV-Y,"family,comedy",netflix,5.4,265980614637319788,https://m.media-amazon.com/images/M/MV5BZDUzZDBiNTctZTdmNC00MjlhLWFhN2ItZDUzNTczNThjYzU0XkEyXkFqcGdeQXVyMTE5NDQ1MzQ3._V1_SX300.jpg
TV Show,gathering storm,['unknown'],tucker mcdougall,United States,2020,TV-PG,"animals  nature,docuseries",hotstar,7.5,15161524304171030045,https://m.media-amazon.com/images/M/MV5BMDhhZDBhOTgtNDZhYy00NmJiLWI1NWYtY2NiOTg5ODE2NmMzXkEyXkFqcGdeQXVyMzIyNjQxODE@._V1_SX300.jpg
TV Show,chuchu tv nursery rhymes  kids songs hindi,['unknown'],unknown,India,2019,TV-Y,kids,netflix,1.0,12438429163137278034,url
TV Show,julies greenroom,['unknown'],"julie andrews,giullian yao gioiello,jennifer barnhart,tyler bunch,frankie cordero,stephanie dabruzzo,dorien davies,john kennedy,john tartaglia",United States,2017,TV-Y,kids,netflix,1.0,6166008445862431,url
Movie,one,['santhosh viswanath'],"mammootty,joju george,murali gopy,mathew thomas,nimisha sajayan,salim kumar,gayathri arun,ishaani krishna",India,2020,TV-PG,"drama,international",netflix,8.7,24777070472196207,https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
TV Show,power rangers mystic force,['unknown'],"firass dirani,angie diaz,richard brancatisano,melanie vallejo,nic sampson,john tui,peta rutter,antonia prebble,barnie duncan,kelson henderson,donogh rees,geoff dolan,holly shanahan",United States,2006,TV-Y7,kids,netflix,6.6,18386577816327358139,https://m.media-amazon.com/images/M/MV5BYzFhNjY5OWEtNWQwYi00Zjk5LWEyNjAtNDliNjFlZjk5MGUwXkEyXkFqcGdeQXVyNzEzNjU1NDg@._V1_SX300.jpg
Movie,fandry,['nagraj manjule'],"somnath awghade,suraj pawar,chhaya kadam,kishore kadam,rajeshwari kharat,bhushan manjule,nagraj manjule,sohail shaikh,sanjay chaudhri,vikas pandurang patil",India,2014,NR,"drama,independent,international",netflix,8.3,7540177151376215825,https://m.media-amazon.com/images/M/MV5BMjM5MDYwNDIzNF5BMl5BanBnXkFtZTgwMjc3MjQ2NDE@._V1_SX300.jpg
Movie,house party 2,"['george jackson', 'doug mchenry']","christopher reid,christopher martin,martin lawrence,bowlegged lou,paul anthony,bfine,tisha campbell,kamron,iman,queen latifah",United States,1991,R,"comedy,cult,music",netflix,5.3,15363596283845249060,https://m.media-amazon.com/images/M/MV5BMTgzYTAyODItMDRkMS00NmE3LThlMmEtYzgzMzkzMTM4NDBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Movie,deadly scholars,['danny j boyle'],"kennedy lea slocum,corey fogelmanis,alexa mansour,peyton clark,sheryl lee,sherri saum,eric stanton betts,paris berelc,pedro correa,alissa latow",United States,2018,TV-14,"drama,thriller",netflix,4.3,4593356944535665244,https://m.media-amazon.com/images/M/MV5BMGIzY2YzMTctYWVmNy00MDY3LWE1ZjItYjFkYjliZmFkMzA4XkEyXkFqcGdeQXVyMjM4MTAwNzQ@._V1_SX300.jpg
Movie,hera pheri,['prakash mehra'],"amitabh bachchan,vinod khanna,saira banu,sulakshana pandit,shreeram lagoo,pinchoo kapoor,p jairaj,yunus parvez",India,1976,TV-14,"action adventure,comedy,drama",netflix,8.1,13843110395547038580,https://m.media-amazon.com/images/M/MV5BNDExMTBlZTYtZWMzYi00NmEwLWEzZGYtOTA1MDhmNTc0ODZkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,the legend of swee pea,['benjamin may'],"lloyd daniels,avery johnson,bobbito garcia,david robinson,jerry tarkanian",United States,2020,18+,"documentary,sports",hotstar,7.4,3434067191185513854,https://m.media-amazon.com/images/M/MV5BYmJlYTJiMjEtNTcyMi00MGU1LTg2N2QtMzE4ODYxNGRhMmU2XkEyXkFqcGdeQXVyNTY2NjAyMDQ@._V1_SX300.jpg
Movie,magician mickey,['david hand'],"pinto colvig,walt disney,clarence nash",United States,1937,TV-PG,"animation,comedy,family",hotstar,7.2,6804285216846889417,https://m.media-amazon.com/images/M/MV5BODQxYWE0NzctOTEwZi00N2EzLWFlMmQtMjU1Yjg3ODcwY2Q4XkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_SX300.jpg
TV Show,harvey street kids,['unknown'],"lauren lapkus,stephanie lemelin,kelly mccreary,atticus shaffer,danny pudi,grey griffin,utkarsh ambudkar,roger craig smith",United States,2020,TV-Y7,"kids,comedy",netflix,1.0,1522067211959486093,url
Movie,tuesdays  fridays,['taranveer singh'],"anmol thakeria dhillon,jhataleka,niki walia,kamini khanna,zoa morani,nayan shukla,eklavyey kashyap,reem shaikh",India,2021,TV-14,"comedy,drama,international",netflix,1.0,16872109710510073716,url
TV Show,made in mexico,['unknown'],unknown,United States,2018,TV-MA,"international,reality,spanish",netflix,4.0,4957487298155253065,https://m.media-amazon.com/images/M/MV5BY2QyYzc4OGMtYTA1Yi00ODhlLTlkYTAtYjA4OWIxMmFjYjZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Movie,jora 10 numbaria,['amardeep singh gill'],"deep sidhu,dharmendra,ashish duggal,aman hundal,pali sidhu,mukesh tiwari,mukul dev",India,2017,TV-MA,"action adventure,international",netflix,6.7,12885333891742048668,https://m.media-amazon.com/images/M/MV5BNjkwNjE2NWUtZGM1ZS00YmE4LWJlMzUtNmQ2MjhjMjU1ZjhhXkEyXkFqcGdeQXVyNjMwMDMzMzA@._V1_SX300.jpg
Movie,the tuxedo,['kevin donovan'],"jackie chan,jennifer love hewitt,jason isaacs,debi mazar,ritchie coster,peter stormare,mia cottet,romany malco,daniel kash",United States,2002,PG-13,"action adventure,comedy",netflix,5.4,3213641687585381561,https://m.media-amazon.com/images/M/MV5BMjEyNTI0NjM5M15BMl5BanBnXkFtZTYwMjQ0NTE3._V1_SX300.jpg
Movie,1922,['zak hilditch'],"thomas jane,molly parker,dylan schmid,kaitlyn bernard,bob frazer,brian darcy james,neal mcdonough",United States,2017,TV-MA,"drama,thriller",netflix,6.2,16471972141732846431,https://m.media-amazon.com/images/M/MV5BYTFmYmJkM2YtYzFjNS00NGI2LThiOWMtNGVhZDZiOGI0NDBhXkEyXkFqcGdeQXVyNjU1OTMzNDU@._V1_SX300.jpg
Movie,benji off the leash,['joe camp'],"nick whitaker,chris kendrick,randall newsome,duane stephens,lincoln hoppe,christy summerhays,scott wilkinson",United States,2004,PG,"family,drama",netflix,5.2,1198739769308679153,https://m.media-amazon.com/images/M/MV5BMTk0NzczMjQ5NV5BMl5BanBnXkFtZTcwMjI0NzUyMQ@@._V1_SX300.jpg
Movie,cheetah,['jeff blyth'],"keith coogan,lucy deakins,timothy landfield,breon gorman,collin mothupi,ka vundla",United States,1989,G,"action adventure,animals  nature,family",hotstar,5.9,1116050967198972205,https://m.media-amazon.com/images/M/MV5BYmNkN2VlZDItN2FjMi00NDAxLTkxNzEtYmIzZTc3Njc1ZWVmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Movie,stargirl,['julia hart'],"grace vanderwaal,graham verchere,giancarlo esposito,karan brar,darby stanchfield,maximiliano hernandez",United States,2020,PG,"coming of age,drama,music",hotstar,7.2,5036199080313907363,https://m.media-amazon.com/images/M/MV5BYzEzZDVkZDUtY2ZkMS00NzcwLTkwMjEtZGYxZjU1Y2IxNGMwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg
Movie,aagey se right,['indrajit nattoji'],"shreyas talpade,kay kay menon,shiv pandit,sanjay sharma,shenaz treasury,mahie gill",India,2009,TV-14,"comedy,international,music",netflix,5.3,8689786756274496018,https://m.media-amazon.com/images/M/MV5BM2Y4MDIzMWUtNDhlMi00ZmQ3LTlmYTktN2QzZjVlNGRlYzFlXkEyXkFqcGdeQXVyMjA3Nzk2NzU@._V1_SX300.jpg
Movie,crip camp a disability revolution,['unknown'],unknown,United States,2020,R,documentaries,netflix,1.0,12803823519510913938,url
Movie,candyflip,['shanawaz nellikunnil'],"prashant prakash,kalki koechlin,prakash raj,gulshan devaiah,valeriya polyanychko",India,2017,TV-MA,"drama,independent,international",netflix,5.1,578844329711846448,https://m.media-amazon.com/images/M/MV5BZGY3ODQwYzktYzFhNi00OWE5LWJiMjctNWY1NWU4ZWM0MTA5XkEyXkFqcGdeQXVyNjAyODAxNTI@._V1_SX300.jpg
Movie,silicon cowboys,['jason cohen'],unknown,United States,2016,TV-PG,documentaries,netflix,6.9,8483369472091131547,https://m.media-amazon.com/images/M/MV5BNWRjNmRiOTktZTg3YS00ZmNiLTkxOTgtNWQ1MDFkYmVmYjM3XkEyXkFqcGdeQXVyMjEyMjc0NjA@._V1_SX300.jpg
Movie,gaddar the traitor,['amitoj mann'],"harbhajan mann,manpneet grewal,ashish duggal,girja shankar,shavinder mahal,rupinder roopi,anita meet,tarsem paul,balkaran wadding,bobby sandhu",India,2015,TV-14,"drama,international,thriller",netflix,1.0,14448089911797265689,url
Movie,justin bieber never say never,['jon m chu'],"justin bieber,ludacris,usher raymond,jaden smith,miley cyrus,sean kingston,boyz ii men",United States,2011,G,"documentaries,music",netflix,1.7,3940847198192107632,https://m.media-amazon.com/images/M/MV5BMTY0NDQzMjIzOF5BMl5BanBnXkFtZTcwNDk2NzczNA@@._V1_SX300.jpg
Movie,lonesome ghosts,['burt gillett'],unknown,United States,1937,TV-Y7,"animation,family,kids",hotstar,7.5,5859558820365708137,https://m.media-amazon.com/images/M/MV5BYjNjOTdmZDYtMmQ0MC00OWM0LWI5MWMtZmQ4YTIxOTU4MjU2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg
Movie,lorai play to live,['parambrata chatterjee'],"prasenjit chatterjee,payel sarkar,indrasish roy,kanchan mullick,kharaj mukherjee,gargi roychowdhury,deepankar de,biswajit chakraborty,bharat kaul,rajat ganguly",India,2015,TV-14,"drama,international,sports",netflix,7.0,5979831838608664201,https://m.media-amazon.com/images/M/MV5BNGRlYzllOTYtMzExYi00NzM2LWJmNmEtZTY0ZTMzYWZhN2RlXkEyXkFqcGdeQXVyNjA3OTI5MjA@._V1_SX300.jpg
TV Show,disneys the little mermaid series,['unknown'],"jodi benson,samuel wright,ken mars,edan gross",United States,1992,TV-Y7,"action adventure,animation,fantasy",hotstar,1.0,2149334577706372089,url
Movie,the little whirlwind,['riley thomas'],"walt disney,thelma boardman",United States,1941,TV-Y7,"animation,family,kids",hotstar,6.6,15859021369632325340,https://m.media-amazon.com/images/M/MV5BNmFjN2RhNjItZDIwMy00NWQ4LWE4ZjQtZDZhNzRiYWI4MDU4XkEyXkFqcGdeQXVyNTYwMTMxNA@@._V1_SX300.jpg
Movie,tarzan,"['chris buck', 'kevin lima']","tony goldwyn,minnie driver,glenn close,brian blessed,nigel hawthorne,rosie odonnell,lance henriksen,wayne knight,alex d linz",United States,1999,G,family,netflix,7.3,2864487816892704697,https://m.media-amazon.com/images/M/MV5BY2ZiYWUxN2ItYmQxZi00NDlkLWE2NDAtOTNmYTg1MDI0NDk1XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Movie,spookley and the christmas kittens,['bernie denk'],"vlasta vrana,sonja ball,craig francis,richard c jones,michael perron,terrence scammell,bruce dinsmore,jennifer seguin,daniel brochu",United States,2019,TV-Y,family,netflix,4.7,361214182539216094,https://m.media-amazon.com/images/M/MV5BZmNlODI3MjktYzU3Yy00OTEwLTgwNDItZTJkMjJlMDA2ZTUwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
Movie,meri pyaari bindu,['akshay roy'],"ayushmann khurrana,parineeti chopra,malvika sitlani,chandrachoor rai,aparajita adhya,abish mathew",India,2017,13+,"comedy,drama,international",hotstar,6.0,181877481459635870,https://m.media-amazon.com/images/M/MV5BMjQ5NzgwMzExNF5BMl5BanBnXkFtZTgwNjk2NTYyNTM@._V1_SX300.jpg
Movie,true grit,['henry hathaway'],"john wayne,glen campbell,kim darby,jeremy slate,robert duvall,dennis hopper,alfred ryder,strother martin,jeff corey",United States,1969,G,"classic movies,drama",netflix,7.6,8865430809216884847,https://m.media-amazon.com/images/M/MV5BMTU5MjU3MTI4OF5BMl5BanBnXkFtZTcwMTQxOTAxNA@@._V1_SX300.jpg
Movie,expo,['joseph mbah'],"derek davenport,amelia haberman,shepsut wilson,titus covington,hayley vrana,michael alvarez,richard lippert,alfoniso lopez",United States,2019,TV-14,"action adventure,drama,independent",netflix,2.6,3979776152531310302,https://m.media-amazon.com/images/M/MV5BNWUyZGVmNzgtOGIwMC00OTA1LTkyZmQtMTBhNWE1YzFlNDM5XkEyXkFqcGdeQXVyODg3MzY5MjE@._V1_SX300.jpg
TV Show,mad men,['unknown'],"jon hamm,elisabeth moss,vincent kartheiser,january jones,christina hendricks,aaron staton,rich sommer,john slattery,kiernan shipka,robert morse,michael gladis,christopher stanley,bryan batt,jared harris,jessica paré,alison brie,jay r ferguson,ben feldman,mark moses,alexa alemanni,julie mcniven",United States,2014,TV-14,drama,netflix,8.7,17416184947339412288,https://m.media-amazon.com/images/M/MV5BNTgxNDZlODQtNDcwOC00NWQ5LTljNWMtMDhjY2U5YTUzMTc4XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg
Movie,andhakaaram,['v vignarajan'],"vinoth kishan,arjun das,pooja ramachandran,kumar natarajan,misha ghoshal,arul vincent,chenthu mohan,pradeep kalipurayath",India,2020,TV-14,"horror,international,thriller",netflix,1.0,8285696775120011246,url
Movie,emi liya hai to chukana padega,['saurabh kabra'],"sanjay dutt,arjun rampal,malaika arora,aashish chaudhary,neha uberoi,urmila matondkar,manoj joshi,daya shankar pandey,pushkar jog,kulbhushan kharbanda",India,2008,TV-14,"comedy,drama,international",netflix,4.4,14149459311596452012,https://m.media-amazon.com/images/M/MV5BYjY2OWRkN2MtMGQ5Yy00NjYyLWJiNWMtN2IwYTUyNzM2YmZjXkEyXkFqcGdeQXVyMjU4NDY1ODA@._V1_SX300.jpg
Movie,motor mitraan di,['amitoj mann'],"gurpreet guggi,happy raikoti,vikram singh,sonia mann,yograj singh,sardar sohi,harsharan singh,anita meet,prakash gadhu,gurmeet sajan",India,2016,TV-PG,"comedy,international",netflix,6.1,954011725296429891,https://m.media-amazon.com/images/M/MV5BNzA0M2Y4NTQtZWRjZS00OTE3LTg4MDEtNjg4YTZjMTkwMmU0XkEyXkFqcGdeQXVyODg0OTEwOTk@._V1_SX300.jpg
Movie,fortune feimster sweet  salty,['krysia plonka'],fortune feimster,United States,2020,TV-MA,comedy,netflix,6.9,6778624141923668424,https://m.media-amazon.com/images/M/MV5BNDc3NmFjNzUtM2YwYi00MGI0LWJlNzQtYTUyODUxOGMwMTFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Movie,sadma,['balu mahendra'],"kamal hassan,sridevi,silk smitha,gulshan grover,paintal,arvind deshpande",India,1983,TV-14,"drama,international,romance",netflix,8.3,8997489464211896063,https://m.media-amazon.com/images/M/MV5BMjc1NDZkYzMtMGI5MS00MTg3LWIyZjAtMzkxNWNhY2RhMDYwXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_SX300.jpg
Movie,duniya,['ramesh talwar'],"ashok kumar,amrita singh,prem chopra,amrish puri,pran,satyendra kapoor,mac mohan,javed khan,sulbha deshpande,dilip kumar",India,1984,ALL,"drama,international",hotstar,7.7,18408101192445451212,https://m.media-amazon.com/images/M/MV5BZjcxYmNlMDUtMTgxYS00ZmM1LTlhNzUtOTIwZjBkMzFiYmNhXkEyXkFqcGdeQXVyMzQzMDc2MDk@._V1_SX300.jpg
Movie,killing them softly,['andrew dominik'],"brad pitt,scoot mcnairy,ben mendelsohn,richard jenkins,james gandolfini,ray liotta,vincent curatola,slaine,max casella,trevor long,sam shepard",United States,2012,R,drama,netflix,6.2,15530784836432033926,https://m.media-amazon.com/images/M/MV5BODk3MDg2NDk5M15BMl5BanBnXkFtZTcwMjcxMjMzOA@@._V1_SX300.jpg
Movie,ankur arora murder case,['sohail tatari'],"kay kay menon,tisca chopra,arjun mathur,paoli dam,vishakha singh,manish chaudhary,vishesh tiwari,harsh chhaya",India,2013,TV-14,"drama,international,thriller",netflix,6.5,11518761222864094314,https://m.media-amazon.com/images/M/MV5BMjk5MDc2ZTYtNjYzNy00OGM0LWE5YTItM2E4NTZhZDQ3YTkwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
TV Show,masaba masaba,['unknown'],"masaba gupta,neena gupta,neil bhoopalam,rytasha rathore,smaran sahu,nayan shukla,pooja bedi,satyadeep misra",India,2020,TV-MA,"international,comedy,drama",netflix,6.7,13117006164431096467,https://m.media-amazon.com/images/M/MV5BNjAwNDAyMGEtMzc2ZS00ZTQ2LWE4ZDAtOTFiOTVjM2RiZWRlXkEyXkFqcGdeQXVyMTE4MzIxNTMz._V1_SX300.jpg
TV Show,gangs of hassepur,['unknown'],"ragini khanna,mandira bedi,tanishaa mukerji",India,2014,TV-PG,"international,comedy,comedy",netflix,,15077238532797853579,
Movie,ma raineys black bottom,['george c wolfe'],"viola davis,chadwick boseman,glynn turman,colman domingo,michael potts,jonny coyne,taylour paige,jeremy shamos,dusan brown,joshua harto",United States,2020,R,"drama,music",netflix,1.0,2374627097628865395,url
Movie,anthony jeselnik fire in the maternity ward,['marcus raboy'],anthony jeselnik,United States,2019,TV-MA,comedy,netflix,7.2,6549164131950723340,https://m.media-amazon.com/images/M/MV5BODU0NWE4OGItNDBiOS00OTc5LWFhY2EtNDkzMjhlNTkyMDYxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Movie,hangman,['johnny martin'],"al pacino,karl urban,brittany snow,joe anderson,sarah shahi,sloane warren,chelle ramos,steve coulter,michael rose",United States,2017,R,thriller,netflix,5.2,12112832225970641311,https://m.media-amazon.com/images/M/MV5BMTUyODA0Njc4Nl5BMl5BanBnXkFtZTgwMTU5MDU5MzI@._V1_SX300.jpg
TV Show,power rangers jungle fury,['unknown'],"jason smith,aljin abella,anna hutchison,david de lautour,nikolai nikolaeff,sarah thomson,bede skinner,holly shanahan,kelson henderson,richard simpson,cameron rhodes,elisabeth easther,mark wright,derek judge",United States,2008,TV-Y7,kids,netflix,6.6,17653526999304927680,https://m.media-amazon.com/images/M/MV5BOTM1N2Y4ZjMtODU2NC00OWRjLWFhMDAtOGZiZGQ1ZTYyOTgzXkEyXkFqcGdeQXVyNjQ4ODE4MzQ@._V1_SX300.jpg
Movie,dhh,['manish saini'],"naseeruddin shah,kahaan,kuldeep sodha",India,2017,TV-G,"family,drama,international",netflix,7.7,21967510765907124,https://m.media-amazon.com/images/M/MV5BMmJiZTA3MTMtODNmOS00MTUwLWFkODktNWQ4MDQ4YTNhYjllXkEyXkFqcGdeQXVyODIxMDMwNjg@._V1_SX300.jpg
TV Show,chhota bheem,['unknown'],"vatsal dubey,julie tejwani,rupa bhimani,jigna bhardwaj,rajesh kava,mousam,swapnil",India,2021,TV-Y7,kids,netflix,4.5,17081166317030518356,https://m.media-amazon.com/images/M/MV5BMzAyMDQwMGYtMGNmNS00OWM4LTlmMTAtM2E5YjQ4Yjk1ZmEwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Movie,kahaani,['sujoy ghosh'],"vidya balan,parambrata chatterjee,dhritiman chatterjee,saswata chatterjee,indraneil sengupta,nawazuddin siddiqui,darshan jariwala,masood akhtar,riddhi sen",India,2012,TV-14,"international,music,thriller",netflix,8.1,13211325005546868255,https://m.media-amazon.com/images/M/MV5BMTQ1NDI0NzkyOF5BMl5BanBnXkFtZTcwNzAyNzE2Nw@@._V1_SX300.jpg
Movie,home sweet home alone,['dan mazer'],"ellie kemper,rob delaney,archie yates,aisling bea,kenan thompson,tim simons",United States,2021,PG,"comedy,family",hotstar,3.6,28846036131638603,https://m.media-amazon.com/images/M/MV5BMDlkMzZiM2EtZDMxZC00ZWUwLTliMDMtMGMzMzE3NTEzMThiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SX300.jpg
Movie,canine caddy,['clyde geronimi'],unknown,United States,1941,TV-G,"animation,comedy,family",hotstar,6.3,10482515313048496533,https://m.media-amazon.com/images/M/MV5BMWFiOGI2YjItZmFjNi00ZmE1LWJhNDktZDNhYjlkZjAxMzY2XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg
Movie,rocky v,['john g avildsen'],"sylvester stallone,talia shire,burt young,richard gant,tommy morrison,sage stallone,burgess meredith,tony burton",United States,1990,PG-13,"drama,sports",netflix,5.3,16408971074704681525,https://m.media-amazon.com/images/M/MV5BMTM2Mzc4MTYxM15BMl5BanBnXkFtZTcwODY5NTk1NA@@._V1_SX300.jpg
Movie,mortal kombat,['paul ws anderson'],"christophe lambert,robin shou,linden ashby,caryhiroyuki tagawa,bridgette wilsonsampras,talisa soto,trevor goddard,chris casamassa,françois petit,keith cooke",United States,1995,PG-13,"action adventure,scifi",netflix,6.1,1070664362779733737,https://m.media-amazon.com/images/M/MV5BY2ZlNWIxODMtN2YwZi00ZjNmLWIyN2UtZTFkYmZkNDQyNTAyXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_SX300.jpg
Movie,the report,['scott z burns'],"adam driver,annette bening,jon hamm,corey stoll,maura tierney,michael c hall,ted levine,tim blake nelson",United States,2019,R,military and war,hotstar,7.2,11650110455373223044,https://m.media-amazon.com/images/M/MV5BZGI3ZGNkOGItNWU3ZS00NDIyLTljZjEtZTk5NzkxMjYwMjEzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
Movie,spookley the square pumpkin,['bernie denk'],"sonja ball,craig francis,rick jones,michel perron,holly gauthierfrankel,norman groulx,terrence scammell,bruce dinsmore,jennifer seguin",United States,2004,G,family,netflix,4.9,16459527341241415708,https://m.media-amazon.com/images/M/MV5BOTA0MTg1ODY1NV5BMl5BanBnXkFtZTcwMzExMzcyMQ@@._V1_SX300.jpg
TV Show,stay here,['unknown'],"genevieve gorder,peter lorimer",United States,2018,TV-PG,reality,netflix,7.5,3910343180493370583,https://m.media-amazon.com/images/M/MV5BMzY0NDg3MDYtM2Y5MC00ZGU0LWE4MDgtOWQ5OWE4YTJmNmFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Movie,aspergers are us,['alex lehmann'],"noah britton,ethan finlan,jack hanke,new michael ingemi",United States,2016,TV-MA,documentaries,netflix,1.0,15038471226482513958,url
Movie,london hughes to catch a dck,['kristian mercado'],london hughes,United States,2020,TV-MA,comedy,netflix,1.0,15028526232490752948,url
